f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,7,15.983324420799176,15.918230000601923,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,8,13.545685918730175,7.661810536538339,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,9,-3.550569485316567,11.287456694037344,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,10,5.745590642364564,24.39799311833209,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,11,-2.830453183820554,22.497546376336395,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,12,-3.639158291154067,31.21992690341301,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,13,6.588938617187389,33.792364250438894,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,14,6.748743465623051,44.47680002337735,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,15,-4.028112385382019,41.7406972032658,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,16,-4.44594775732327,51.35649635849082,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,17,7.031779986869085,53.345517229941414,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,18,11.348675844705546,63.71610488568506,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,19,-3.2001775356785735,62.00627458738524,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,20,-3.421620219341539,77.77587752068504,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,21,7.466914794249314,78.33427334354134,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,87,-11.24281688159716,3.0175544171793875,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,88,-0.4139600652857923,-9.648180998797265,0,0
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,89,9.248049134452646,-7.782391790057531,0,0
